ID,var1,Education,Experience,Hours,Age,Gender,Location
1666,73415,8,18,26,40,Female,Rural
1667,102601,16,18,35,32,Male,Urban
1668,91461,15,16,26,27,Male,Urban
1669,170107,15,45,32,60,Male,Rural
1670,48577,12,3,26,18,Male,Urban
1671,126787,4,42,34,60,Female,Rural
1672,104499,7,29,26,48,Female,Rural
1673,95852,10,23,31,39,Female,Urban
1674,32069,9,1,22,24,Female,Urban
1675,107385,10,29,23,47,Male,Urban
1676,148189,11,46,24,63,Female,Urban
1677,117084,7,35,27,52,Male,Urban
1678,129080,9,37,42,54,Male,Rural
1679,33082,6,0,29,18,Male,Urban
1680,41888,5,11,23,33,Female,Urban
1681,113914,11,30,40,41,Male,Urban
1682,106990,11,30,26,47,Male,Urban
1683,45060,7,4,37,23,Male,Rural
1684,88631,12,20,33,35,Male,Urban
1685,73639,12,14,22,31,Female,Urban
1686,72379,10,,19,34,Female,Urban
1687,86512,7,27,28,43,Female,Urban
1688,42367,3,11,21,29,Female,Urban
1689,109487,10,27,43,43,Female,Urban
1690,65256,8,11,28,32,Female,Urban
1691,51230,8,7,23,28,Female,Urban
1692,120923,10,36,22,50,Male,Urban
1693,70444,5,17,26,36,Female,Urban
1694,86331,11,13,40,29,Male,Urban
1695,96868,9,17,38,33,Male,Urban
1696,122163,17,32,26,43,Male,Urban
1697,97178,14,15,33,30,Male,Urban
1698,56090,8,7,18,26,Female,Urban
1699,144096,11,44,25,58,Female,Urban
1700,44585,10,5,33,23,Male,Urban
1701,136773,9,41,35,60,Female,Urban
1702,80014,7,18,39,38,Female,Urban
1703,139460,13,39,26,60,Female,Urban
1704,83507,6,23,23,40,Female,Urban
1705,54132,12,6,23,21,Female,Urban
1706,45364,10,3,24,24,Female,Urban
1707,55192,11,0,34,21,Female,Urban
1708,82079,7,20,38,37,Male,Urban
1709,123377,10,35,19,55,Male,Rural
1710,130646,5,46,25,65,Female,Urban
1711,53144,12,0,28,21,Female,Urban
1712,143809,13,34,40,51,Male,Urban
1713,92639,8,28,30,47,Female,Urban
1714,118205,9,34,32,48,Male,Urban
1715,114296,8,34,26,56,Female,Urban
1716,55985,5,17,21,37,Female,Urban
1717,116242,10,,21,49,Female,Urban
1718,107341,8,32,26,45,Male,Urban
1719,137863,8,42,40,58,Male,Urban
1720,143366,9,43,26,63,Male,Urban
1721,27710,7,0,,20,Female,Urban
1722,61327,10,9,24,28,Female,Urban
1723,157868,13,43,30,55,Male,Urban
1724,67862,14,3,35,22,Male,Urban
1725,98406,9,26,19,44,Female,Urban
1726,113087,6,37,31,54,Male,Urban
1727,149863,8,45,20,58,Male,Urban
1728,141723,11,42,30,57,Male,Urban
1729,144595,15,36,28,49,Male,Urban
1730,95617,12,16,39,36,Male,Urban
1731,77499,8,15,30,33,Female,Urban
1732,116284,13,28,23,44,Male,Urban
1733,111385,6,38,30,61,Female,Urban
1734,32814,3,8,23,31,Female,Urban
1735,58479,8,8,38,29,Male,Urban
1736,159527,8,49,38,65,Female,Urban
1737,49254,7,9,26,24,Male,Urban
1738,95229,7,24,44,38,Male,Urban
1739,102880,12,22,21,37,Male,Urban
1740,28362,5,0,28,21,Female,Urban
1741,129517,8,40,23,60,Female,Urban
1742,176144,10,51,42,65,Male,Urban
1743,53457,5,13,28,30,Female,Urban
1744,173100,15,52,23,64,Male,Urban
1745,48983,8,6,24,26,Female,Urban
1746,158587,7,50,34,64,Male,Urban
1747,87466,14,15,22,37,Female,Urban
1748,125816,8,41,28,52,Male,Urban
1749,136639,11,40,29,52,Male,Urban
1750,66645,13,9,41,29,Female,Urban
1751,101525,9,24,38,41,Female,Urban
1752,128593,8,36,39,54,Female,Rural
1753,97895,11,25,26,41,Male,Urban
1754,85762,6,22,29,39,Male,Urban
1755,127214,14,32,26,50,Male,Urban
1756,96128,8,26,38,45,Female,Urban
1757,101600,10,27,28,45,Male,Urban
1758,124651,3,40,32,58,Female,Urban
1759,73260,7,17,32,36,Female,Urban
1760,67669,10,15,18,34,Male,Urban
1761,119283,11,28,39,39,Male,Urban
1762,82229,8,22,24,37,Male,Urban
1763,76354,7,13,47,30,Male,Rural
1764,48093,10,4,28,25,Female,Urban
1765,63938,10,13,20,,Female,Urban
1766,42804,11,4,21,24,Female,Urban
1767,160789,12,44,26,58,Male,Rural
1768,78944,11,13,31,31,Female,Urban
1769,156152,9,46,44,62,Male,Urban
1770,37086,7,4,26,24,Female,Urban
1771,48759,6,6,40,24,Female,Urban
1772,72636,13,5,46,21,Male,Urban
1773,126033,10,40,27,58,Female,Urban
1774,84250,1,27,31,46,Male,Urban
1775,101659,12,,34,37,Female,Urban
1776,22131,3,0,26,19,Female,Rural
1777,117739,8,34,29,57,Female,Urban
1778,154376,10,47,29,65,Female,Rural
1779,129133,11,39,27,59,Female,Urban
1780,55383,9,9,23,30,Male,Urban
1781,37925,10,0,29,21,Female,Urban
1782,136233,7,47,23,57,Male,Urban
1783,51183,9,2,41,23,Male,Urban
1784,59991,6,8,42,20,Male,Urban
1785,116324,10,35,20,55,Female,Urban
1786,67742,11,4,36,22,Male,Rural
1787,90814,10,22,29,43,Female,Urban
1788,73718,3,24,23,47,Female,Urban
1789,118352,7,31,30,45,Male,Urban
1790,36137,10,0,32,23,Female,Urban
1791,69029,9,11,31,31,Female,Urban
1792,80471,6,27,20,47,Female,Urban
1793,150804,13,41,33,61,Male,Urban
1794,79659,8,16,28,28,Male,Rural
1795,124333,12,28,40,45,Female,Urban
1796,76603,11,8,30,29,Male,Urban
1797,31319,7,0,28,23,Female,Urban
1798,103282,9,29,17,46,Female,Urban
1799,134619,9,42,29,60,Female,Urban
1800,144893,10,40,33,54,Male,Urban
1801,71380,11,12,23,32,Female,Urban
1802,82600,9,19,32,38,Female,Urban
1803,39966,11,2,22,20,Female,Urban
1804,104177,12,27,22,45,Female,Urban
1805,23891,5,0,27,21,Female,Urban
1806,56015,13,7,21,27,Female,Urban
1807,126092,8,39,18,60,Female,Urban
1808,57071,10,0,46,18,Male,Urban
1809,57811,11,7,18,28,Female,Urban
1810,63347,10,6,40,24,Male,Urban
1811,130562,7,37,33,49,Male,Rural
1812,50268,10,0,36,19,Female,Urban
1813,56589,8,10,24,28,Female,Urban
1814,85468,8,24,27,42,Male,Urban
1815,81080,8,,25,44,Male,Urban
1816,61481,9,10,36,24,Male,Urban
1817,55553,7,8,29,27,Female,Urban
1818,107547,12,23,32,43,Male,Urban
1819,52854,11,6,22,29,Female,Urban
1820,59849,11,11,28,27,Female,Urban
1821,92106,19,9,26,20,Male,Urban
1822,75153,8,23,21,44,Female,Urban
1823,110010,8,35,27,59,Female,Urban
1824,64331,9,8,33,24,Male,Urban
1825,27059,9,1,26,23,Female,Urban
1826,125470,13,29,37,48,Male,Urban
1827,39969,8,6,20,31,Female,Urban
1828,120250,8,37,34,52,Male,Urban
1829,44412,9,4,30,24,Female,Urban
1830,51886,7,7,33,28,Female,Urban
1831,83822,7,22,18,44,Female,Urban
1832,59190,14,3,28,21,Male,Urban
1833,170331,13,47,38,60,Male,Urban
1834,164080,9,48,48,62,Male,Urban
1835,111634,11,30,24,45,Male,Urban
1836,113425,12,25,32,41,Male,Urban
1837,98132,8,26,32,43,Female,Urban
1838,82530,9,17,27,37,Female,Rural
1839,134297,6,43,26,63,Female,Rural
1840,46717,7,5,31,18,Male,Urban
1841,98456,7,30,31,54,Female,Urban
1842,135135,10,39,37,52,Male,Urban
1843,111479,7,36,27,55,Female,Urban
1844,114838,5,40,16,52,Male,Urban
1845,51204,11,4,29,21,Female,Urban
1846,125240,12,36,21,59,Female,Urban
1847,64053,12,7,,26,Female,Urban
1848,73717,7,19,31,36,Male,Urban
1849,115026,10,30,51,42,Male,Urban
1850,143795,11,47,19,65,Female,Urban
1851,87647,9,17,37,36,Male,Urban
1852,79310,7,17,42,35,Male,Urban
1853,131801,8,39,28,63,Female,Urban
1854,76333,15,10,22,31,Female,Urban
1855,74909,7,21,22,39,Female,Urban
1856,164270,13,48,33,63,Male,Urban
1857,75301,10,14,37,31,Male,Urban
1858,97542,13,19,28,34,Male,Urban
1859,123238,9,38,33,54,Male,Urban
1860,22790,7,0,22,19,Female,Urban
1861,50511,6,8,27,28,Female,Urban
1862,45002,11,0,35,19,Female,Urban
1863,47425,12,5,22,23,Female,Urban
1864,74820,12,10,22,24,Female,Urban
1865,155991,15,39,29,56,Female,Rural
1866,63738,11,8,29,29,Female,Urban
1867,82028,13,11,38,26,Male,Urban
1868,88729,12,14,21,32,Female,Urban
1869,86571,10,15,27,34,Female,Rural
1870,71501,9,20,26,38,Female,Urban
1871,42723,8,3,28,22,Female,Urban
1872,83079,9,20,25,39,Female,Urban
1873,138964,10,36,39,57,Male,Urban
1874,160895,12,49,28,61,Male,Rural
1875,105615,11,25,35,45,Female,Urban
1876,37614,7,0,36,18,Male,Urban
1877,72445,10,12,30,31,Female,Urban
1878,112777,17,19,35,32,Male,Urban
1879,45779,4,9,22,27,Female,Urban
1880,130890,13,29,35,42,Male,Urban
1881,38953,6,2,30,20,Female,Urban
1882,154528,15,39,35,53,Male,Urban
1883,143251,11,42,26,60,Female,Urban
1884,67715,14,6,27,22,Male,Urban
1885,88935,15,8,46,26,Male,Urban
1886,28795,5,5,29,24,Female,Urban
1887,119901,5,41,23,62,Male,Rural
1888,110206,10,27,27,41,Male,Rural
1889,84958,8,17,31,38,Male,Urban
1890,68595,8,15,33,38,Male,Urban
1891,60973,8,11,34,34,Female,Urban
1892,79952,9,15,37,32,Male,Urban
1893,46075,10,3,30,23,Female,Urban
1894,98300,12,17,41,27,Male,Rural
1895,33987,9,2,22,20,Female,Urban
1896,121764,9,36,33,52,Female,Urban
1897,90066,8,25,21,48,Female,Urban
1898,85612,6,28,27,50,Female,Urban
1899,48550,7,12,25,33,Female,Urban
1900,151035,9,47,27,64,Male,Urban
1901,60421,8,7,38,23,Male,Urban
1902,146398,7,49,29,60,Male,Urban
1903,49755,6,8,31,28,Male,Urban
1904,80273,11,12,42,,Male,Urban
1905,132232,12,35,40,45,Male,Urban
1906,101322,11,25,31,43,Female,Urban
1907,48354,3,11,28,30,Male,Urban
1908,74482,15,6,30,26,Male,Urban
1909,102399,10,28,21,48,Female,Urban
1910,64355,11,4,39,18,Male,Urban
1911,78311,11,10,39,27,Male,Urban
1912,141815,12,38,39,54,Male,Urban
1913,79384,11,17,26,35,Female,Urban
1914,70283,9,15,40,31,Male,Urban
1915,142239,14,37,30,52,Female,Rural
1916,94816,5,24,32,45,Female,Rural
1917,159545,12,45,27,57,Male,Urban
1918,96608,13,16,38,35,Male,Urban
1919,44277,9,3,27,21,Female,Urban
1920,89416,13,11,45,31,Male,Urban
1921,57182,9,7,31,22,Male,Urban
1922,106500,11,30,27,47,Male,Urban
1923,54188,10,5,28,24,Male,Urban
1924,84821,10,,30,34,Male,Urban
1925,120925,7,36,37,54,Female,Urban
1926,80508,12,11,31,28,Male,Urban
1927,99465,11,22,42,34,Male,Urban
1928,116328,13,25,39,43,Male,Urban
1929,58661,8,15,16,29,Male,Urban
1930,128826,7,41,36,63,Male,Urban
1931,65934,7,9,40,27,Male,Urban
1932,90105,8,24,34,45,Female,Urban
1933,78020,12,12,34,31,Male,Urban
1934,142522,9,43,37,62,Female,Urban
1935,70791,12,11,19,30,Female,Urban
1936,52995,8,8,26,28,Female,Urban
1937,45290,6,11,33,34,Female,Urban
1938,109872,16,21,24,40,Female,Urban
1939,144410,11,44,15,63,Male,Urban
1940,58866,10,5,27,26,Female,Urban
1941,123759,9,35,30,49,Male,Urban
1942,88092,9,21,29,40,Female,Urban
1943,132971,10,35,37,45,Male,Rural
1944,83514,9,21,22,40,Female,Urban
1945,108923,8,34,18,53,Female,Urban
1946,130284,11,36,24,58,Female,Urban
1947,96639,10,23,18,41,Male,Urban
1948,76240,11,17,19,37,Female,Urban
1949,127128,8,40,27,58,Female,Rural
1950,44085,6,7,18,29,Female,Urban
1951,86939,8,27,24,46,Female,Urban
1952,29523,6,0,33,18,Female,Urban
1953,76510,6,24,31,40,Female,Urban
1954,65354,10,11,30,30,Female,Rural
1955,104408,9,25,32,41,Female,Urban
1956,76925,9,14,34,27,Male,Urban
1957,138046,12,36,32,45,Male,Urban
1958,134482,9,42,30,63,Female,Urban
1959,53214,2,14,25,30,Male,Urban
1960,85128,8,20,32,39,Female,Urban
1961,137594,,41,27,61,Female,Urban
1962,63016,8,10,28,23,Male,Urban
1963,158049,13,45,34,60,Male,Urban
1964,89984,8,18,32,40,Female,Urban
1965,70002,11,10,41,27,Male,Urban
1966,163478,13,44,39,55,Male,Urban
1967,31068,4,5,20,23,Male,Urban
1968,123476,13,34,30,54,Female,Urban
1969,78307,5,19,34,30,Male,Urban
1970,84483,10,15,32,36,Male,Urban
1971,112091,7,38,15,57,Female,Urban
1972,82803,7,16,26,34,Male,Urban
1973,44991,10,1,25,18,Female,Urban
1974,53516,14,0,20,20,Female,Urban
1975,100180,9,32,23,51,Male,Urban
1976,39539,9,4,26,23,Female,Urban
1977,69889,8,16,31,34,Male,Urban
1978,94154,6,29,30,50,Female,Urban
1979,83400,15,8,28,24,Male,Urban
1980,39576,5,9,20,28,Female,Urban
1981,103438,7,33,35,55,Female,Urban
1982,141859,9,43,21,63,Female,Urban
1983,124501,10,31,44,44,Male,Urban
1984,89585,8,19,43,40,Female,Urban
1985,91828,9,21,24,36,Male,Urban
1986,75060,8,12,31,32,Female,Rural
1987,38381,5,6,23,29,Female,Urban
1988,88831,13,13,39,34,Male,Urban
1989,67297,10,16,21,36,Female,Urban
1990,76659,11,12,24,21,Male,Urban
1991,81627,12,9,33,23,Male,Urban
1992,53595,7,8,28,28,Female,Urban
1993,41585,10,5,18,27,Female,Urban
1994,88088,9,21,32,36,Male,Urban
1995,101524,7,28,25,43,Male,Urban
1996,41641,7,3,30,21,Male,Urban
1997,139903,9,39,32,57,Female,Urban
1998,117813,,,26,55,Male,Urban
1999,142480,8,46,24,63,Female,Urban
2000,83634,3,23,40,44,Male,Urban
2001,41779,10,2,24,18,Male,Urban
2002,116316,9,33,35,51,Female,Urban
2003,55968,7,6,36,23,Male,Urban
2004,44074,7,5,31,24,Female,Urban
2005,80666,11,21,26,39,Female,Urban
2006,110235,6,38,27,52,Female,Urban
2007,44883,6,8,22,26,Female,Urban
2008,84660,12,14,37,29,Male,Urban
2009,70613,1,23,37,44,Female,Urban
2010,59079,10,7,36,19,Male,Urban
2011,130613,12,39,27,58,Female,Urban
2012,118604,10,31,32,49,Female,Urban
2013,160678,7,51,39,65,Male,Urban
2014,127020,9,38,32,54,Male,Urban
2015,42566,6,4,38,18,Male,Urban
2016,115845,8,35,26,55,Female,Urban
2017,50284,12,4,29,26,Female,Urban
2018,53321,8,7,40,23,Female,Urban
2019,33393,6,5,25,23,Female,Urban
2020,73743,11,13,18,30,Female,Urban
2021,122114,7,34,35,54,Female,Urban
2022,93982,10,17,41,34,Male,Urban
2023,156743,6,54,27,63,Male,Urban
2024,126334,11,36,24,54,Female,Urban
2025,114838,8,29,28,45,Female,Urban
2026,77044,7,18,33,32,Female,Urban
2027,75733,4,27,29,45,Female,Urban
2028,70274,10,18,19,30,Male,Urban
2029,152415,12,43,42,61,Male,Urban
2030,49785,5,12,27,25,Male,Urban
2031,73569,9,11,35,29,Male,Urban
2032,42599,10,4,16,23,Female,Rural
2033,148463,10,46,33,61,Male,Urban
2034,39032,8,0,19,18,Male,Urban
2035,105044,10,,,,Female,Urban
2036,56507,13,0,39,20,Male,Urban
2037,105334,12,26,30,46,Female,Urban
2038,115716,10,33,26,52,Female,Urban
2039,47449,11,1,23,19,Male,Urban
2040,114426,7,30,36,52,Female,Urban
2041,82125,13,15,16,33,Female,Urban
2042,136508,10,43,26,64,Female,Urban
2043,101244,11,21,28,34,Male,Urban
2044,123147,14,31,28,49,Female,Urban
2045,93397,13,19,32,34,Male,Urban
2046,88310,12,18,21,40,Female,Urban
2047,110211,14,21,41,38,Female,Urban
2048,64775,11,12,31,25,Male,Urban
2049,102645,10,28,26,49,Female,Urban
2050,71527,6,19,29,38,Female,Urban
2051,94411,11,20,41,35,Male,Urban
2052,139309,14,37,28,53,Female,Urban
2053,109628,13,21,39,29,Male,Urban
2054,54162,12,3,28,21,Female,Urban
2055,81556,12,16,30,31,Male,Urban
2056,56576,7,10,25,26,Female,Urban
2057,117839,7,40,22,59,Female,Urban
2058,48290,10,4,26,21,Female,Urban
2059,43445,5,2,40,22,Female,Urban
2060,106132,11,26,23,45,Female,Urban
2061,79818,12,13,28,31,Female,Urban
2062,133500,9,42,20,61,Female,Urban
2063,78957,6,17,42,32,Male,Urban
2064,60477,8,9,37,29,Female,Urban
2065,84218,10,16,29,27,Male,Urban
2066,62845,14,0,42,19,Male,Urban
2067,93270,4,30,37,49,Female,Urban
2068,28180,9,0,21,24,Female,Urban
2069,77259,8,16,33,35,Male,Urban
2070,74348,12,16,19,30,Female,Urban
2071,71163,10,14,33,32,Male,Urban
2072,23997,2,3,28,25,Female,Urban
2073,119321,4,36,34,50,Male,Urban
2074,80800,8,26,21,46,Female,Urban
2075,44801,11,1,29,22,Female,Urban
2076,154042,12,46,25,,Female,Urban
2077,103723,11,30,21,38,Male,Urban
2078,100051,8,28,30,48,Female,Urban
2079,135993,11,38,32,52,Male,Urban
2080,88606,11,18,23,37,Female,Urban
2081,102193,12,25,27,35,Male,Urban
2082,55701,13,0,22,20,Female,Rural
2083,113301,12,25,41,37,Male,Urban
2084,109443,13,26,29,36,Male,Urban
2085,148188,15,40,31,60,Female,Urban
2086,75197,13,9,39,21,Male,Urban
2087,75352,11,16,31,33,Female,Urban
2088,69673,9,14,17,31,Female,Urban
2089,47217,5,8,25,24,Female,Rural
2090,95001,11,18,27,37,Female,Urban
2091,118184,5,33,36,52,Female,Rural
2092,41099,10,4,27,27,Female,Urban
2093,98843,7,26,31,47,Female,Rural
2094,118234,12,28,26,48,Female,Urban
2095,67418,11,7,36,20,Male,Rural
2096,156914,17,34,35,49,Male,Urban
2097,92285,8,27,26,,Female,Urban
2098,138787,11,40,25,,Male,Urban
2099,144978,11,40,29,50,Male,Urban
2100,80342,4,27,,47,Female,Urban
2101,161155,16,43,40,60,Female,Urban
2102,84413,9,19,33,38,Female,Urban
2103,101092,6,26,38,45,Male,Urban
2104,135213,12,35,29,47,Male,Urban
2105,72132,6,15,35,34,Female,Urban
2106,126219,7,39,36,57,Male,Urban
2107,46242,4,9,30,29,Female,Rural
2108,116112,13,32,22,41,Male,Urban
2109,30090,6,2,17,23,Female,Urban
2110,42397,10,4,17,23,Male,Urban
2111,60941,8,10,35,30,Male,Rural
2112,70291,11,4,36,20,Male,Urban
2113,116405,4,40,33,52,Male,Urban
2114,71297,11,7,27,22,Male,Urban
2115,33931,5,8,20,30,Female,Urban
2116,76140,9,14,21,28,Male,Urban
2117,37729,10,0,25,18,Female,Urban
2118,87338,10,18,34,35,Male,Urban
2119,59138,7,10,25,19,Male,Urban
2120,39485,11,4,29,25,Female,Urban
2121,52473,15,0,34,20,Female,Urban
2122,52379,8,7,21,18,Male,Urban
2123,76697,11,10,33,31,Female,Urban
2124,48866,2,14,27,35,Male,Urban
2125,84352,7,23,32,45,Female,Urban
2126,79394,13,8,34,27,Male,Urban
2127,82512,5,26,30,47,Male,Urban
2128,45300,13,0,29,22,Female,Urban
2129,51428,6,9,45,24,Male,Urban
2130,37312,6,0,25,21,Female,Rural
2131,96049,7,25,41,42,Female,Urban
2132,126845,7,42,26,64,Male,Urban
2133,33959,8,0,28,23,Female,Urban
2134,32517,7,1,27,21,Male,Urban
2135,107300,12,24,35,39,Male,Urban
2136,41652,0,10,35,35,Male,Urban
2137,98156,7,33,29,54,Female,Urban
2138,84832,6,28,27,49,Female,Urban
2139,93086,11,18,45,33,Male,Urban
2140,64126,3,19,24,40,Female,Urban
2141,56760,9,5,36,25,Male,Urban
2142,48046,8,10,22,31,Female,Urban
2143,98918,6,30,26,47,Female,Urban
2144,77329,8,18,30,35,Male,Urban
2145,49469,4,13,26,32,Female,Rural
2146,67359,10,13,25,34,Female,Urban
2147,88690,18,14,27,37,Female,Urban
2148,40660,10,4,28,23,Female,Urban
2149,155122,16,44,14,64,Female,Urban
2150,86298,11,14,41,27,Male,Urban
2151,43084,7,4,23,23,Female,Urban
2152,129465,12,35,32,50,Male,Rural
2153,61148,12,10,16,31,Female,Rural
2154,122850,8,35,29,,Male,Urban
2155,106163,5,30,29,49,Female,Urban
2156,63919,7,15,25,38,Female,Urban
2157,129337,9,38,34,54,Female,Urban
2158,93488,12,14,41,34,Male,Urban
2159,114228,2,37,45,58,Male,Urban
2160,71033,14,6,36,22,Male,Urban
2161,90159,6,27,23,45,Female,Urban
2162,112415,13,25,35,43,Male,Urban
2163,45641,9,5,21,28,Female,Urban
2164,142657,12,45,11,59,Male,Urban
2165,55638,14,1,37,20,Female,Urban
2166,59025,8,10,15,28,Male,Rural
2167,117530,12,26,37,38,Male,Urban
2168,77110,10,15,35,33,Male,Urban
2169,94368,13,14,41,33,Male,Urban
2170,73888,6,17,20,33,Male,Rural
2171,125181,7,37,41,58,Female,Urban
2172,170049,15,44,36,56,Male,Urban
2173,120566,7,39,27,59,Male,Urban
2174,70131,7,9,35,26,Male,Rural
2175,143188,7,47,38,57,Male,Urban
2176,132107,8,39,36,53,Male,Urban
2177,91073,10,17,32,37,Male,Urban
2178,134262,9,43,36,61,Male,Urban
2179,136828,11,36,32,57,Female,Urban
2180,104622,12,24,33,44,Female,Urban
2181,140067,7,45,31,64,Female,Urban
2182,56045,7,10,42,28,Female,Rural
2183,141669,8,45,37,59,Male,Urban
2184,71331,6,16,32,38,Female,Urban
2185,47642,5,11,33,31,Female,Urban
2186,86791,9,23,20,38,Male,Urban
2187,85390,4,23,27,42,Female,Rural
2188,118404,9,30,42,50,Female,Urban
2189,83677,9,14,33,31,Male,Rural
2190,120563,6,41,31,63,Female,Urban
2191,144897,9,45,34,57,Male,Rural
2192,67414,8,14,26,34,Female,Urban
2193,67719,6,12,33,30,Female,Urban
2194,143698,11,44,38,59,Male,Urban
2195,93908,10,20,28,39,Female,Urban
2196,51335,12,1,,21,Female,Rural
2197,53590,12,0,29,22,Female,Urban
2198,125070,10,32,35,49,Male,Urban
2199,107522,13,21,33,32,Male,Urban
2200,60230,10,8,19,29,Female,Urban
2201,145227,11,42,28,53,Male,Urban
2202,89156,8,22,34,31,Male,Urban
2203,117569,11,26,35,43,Female,Rural
2204,82344,11,17,26,30,Male,Urban
2205,114195,12,27,30,41,Male,Urban
2206,60505,7,12,20,32,Female,Urban
2207,79475,2,27,17,36,Male,Urban
2208,51049,8,4,30,22,Male,Urban
2209,104916,8,28,29,41,Male,Rural
2210,127397,9,40,24,64,Female,Urban
2211,56707,4,13,27,31,Female,Urban
2212,132674,8,41,33,50,Male,Urban
2213,63171,8,9,28,25,Male,Urban
2214,159104,9,50,27,65,Female,Urban
2215,133785,10,40,34,59,Female,Urban
2216,98453,4,35,13,51,Female,Urban
2217,78259,10,13,43,29,Male,Urban
2218,55882,9,3,42,18,Male,Urban
2219,65314,8,11,21,32,Male,Urban
2220,65428,9,12,35,27,Male,Urban
2221,97660,7,30,24,47,Female,Urban
2222,76230,14,5,37,29,Male,Urban
2223,50411,8,9,14,27,Female,Urban
2224,144911,9,43,24,62,Male,Urban
2225,92456,6,30,23,53,Female,Urban
2226,94103,14,21,30,42,Female,Urban
2227,138752,6,48,29,65,Female,Urban
2228,52333,10,7,24,25,Female,Urban
2229,44985,6,5,39,19,Male,Urban
2230,62394,11,0,41,19,Male,Urban
2231,119194,8,37,21,55,Female,Urban
2232,132215,8,38,41,59,Female,Urban
2233,117297,11,30,34,47,Female,Urban
2234,128310,9,37,29,57,Male,Urban
2235,145212,15,36,36,53,Male,Urban
2236,68630,5,,29,,Female,Urban
2237,69903,9,14,26,34,Female,Urban
2238,55919,9,8,34,23,Male,Urban
2239,120687,7,37,35,57,Female,Urban
2240,166500,9,47,40,61,Male,Urban
2241,67584,9,13,19,32,Female,Urban
2242,83886,11,17,29,34,Male,Urban
2243,80569,7,18,29,33,Male,Urban
2244,57799,12,9,20,26,Female,Urban
2245,59233,6,11,34,36,Female,Urban
2246,94755,9,21,33,36,Male,Urban
2247,124512,10,36,29,51,Male,Urban
2248,61583,7,13,31,24,Male,Urban
2249,81992,11,18,31,31,Male,Urban
2250,70574,9,14,36,34,Male,Urban
2251,134017,8,43,30,64,Male,Urban
2252,119649,8,36,25,49,Male,Urban
2253,76379,10,13,29,29,Male,Rural
2254,74692,12,9,33,26,Male,Rural
2255,54669,8,9,32,25,Female,Urban
2256,64439,10,8,26,25,Female,Rural
2257,54217,13,0,34,18,Female,Urban
2258,67104,11,7,28,23,Female,Urban
2259,35845,6,1,37,19,Male,Urban
2260,58708,10,8,30,28,Female,Urban
2261,81675,14,12,31,29,Male,Urban
2262,91837,8,23,30,41,Male,Urban
2263,129763,7,42,27,63,Female,Urban
2264,85624,13,18,27,37,Male,Urban
2265,45896,10,0,36,23,Female,Rural
2266,129589,11,39,31,52,Male,Urban
2267,107785,7,33,32,46,Male,Urban
2268,176929,15,50,37,64,Male,Urban
2269,114361,16,23,21,44,Female,Urban
2270,41996,6,5,32,23,Male,Urban
2271,145870,10,46,30,63,Female,Urban
2272,135126,13,37,28,55,Male,Urban
2273,103342,10,20,45,,Male,Urban
2274,94007,14,13,39,32,Male,Urban
2275,114852,12,28,33,43,Female,Urban
2276,127200,10,38,32,57,Female,Urban
2277,63036,12,7,24,28,Female,Urban
2278,99791,11,27,30,47,Female,Urban
2279,115346,8,31,38,52,Male,Urban
2280,53330,11,5,34,24,Male,Urban
2281,143755,9,46,23,65,Female,Urban
2282,97011,12,21,38,40,Female,Urban
2283,157705,11,46,29,65,Male,Urban
2284,129648,12,32,41,49,Male,Urban
2285,87131,7,23,23,40,Female,Urban
2286,83463,9,21,25,38,Female,Urban
2287,84513,9,20,32,38,Male,Urban
2288,118998,10,34,39,52,Female,Urban
2289,137561,9,42,33,60,Female,Urban
2290,80110,10,18,23,37,Female,Urban
2291,45751,9,3,29,21,Female,Urban
2292,84159,14,9,41,26,Male,Urban
2293,30047,7,0,31,18,Female,Urban
2294,20114,3,1,26,18,Female,Urban
2295,66241,9,15,34,37,Female,Urban
2296,64285,8,,32,32,Female,Urban
2297,143151,11,40,34,61,Male,Urban
2298,144102,9,40,42,52,Male,Urban
2299,44731,8,5,26,22,Male,Urban
2300,145286,18,31,20,50,Male,Urban
2301,87054,7,26,21,45,Female,Urban
2302,86584,8,20,25,43,Female,Urban
2303,71217,11,12,25,25,Male,Urban
2304,112333,11,28,32,45,Male,Urban
2305,79120,10,15,31,32,Male,Urban
2306,66865,9,14,32,32,Female,Urban
2307,123270,8,41,26,53,Male,Urban
2308,135847,8,37,35,53,Male,Rural
2309,56333,8,11,29,32,Female,Urban
2310,83148,14,13,30,27,Male,Urban
2311,75047,6,15,32,28,Male,Urban
2312,101289,13,25,27,44,Female,Urban
2313,62636,5,17,34,37,Male,Urban
2314,85252,9,20,31,37,Male,Urban
2315,100430,11,23,26,46,Male,Urban
2316,32460,7,0,28,20,Female,Urban
2317,108830,5,29,46,43,Male,Urban
2318,63377,5,16,32,40,Female,Urban
2319,108264,14,20,20,39,Male,Urban
2320,136616,8,44,27,63,Female,Rural
2321,86430,8,19,22,34,Male,Urban
2322,98803,13,20,39,31,Male,Urban
2323,74425,10,9,36,27,Female,Urban
2324,94211,8,25,29,41,Female,Urban
2325,63132,10,9,41,30,Female,Urban
2326,61374,8,8,21,26,Female,Rural
2327,49090,10,7,26,25,Female,Urban
2328,68386,12,7,37,26,Female,Urban
2329,159374,12,48,22,61,Male,Urban
2330,74543,12,11,32,28,Male,Urban
2331,44843,10,0,32,20,Female,Urban
